track_id,track_title,album,kworb_total_streams,kworb_match_score,kworb_fetch_date,billboard_hot100_peak,billboard_hot100_weeks_on_chart,billboard_hot100_debut_date,charted_hot100,riaa_certification,riaa_cert_date,duration_seconds,fetch_timestamp,parser_note
do_it_vultures_1_vultures_2,DO IT,Vultures 1 — ¥$ with Ty Dolla $ign,106827508,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
field_trip_vultures_1_vultures_2,FIELD TRIP,Vultures 1 — ¥$ with Ty Dolla $ign,229372410,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
forever_rolling_vultures_1_vultures_2,FOREVER ROLLING,Vultures 1 — ¥$ with Ty Dolla $ign,772381229,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
fuk_sumn_vultures_1_vultures_2,FUK SUMN,Vultures 1 — ¥$ with Ty Dolla $ign,233907584,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
gun_to_my_head_vultures_1_vultures_2,Gun to My Head,Vultures 1 — ¥$ with Ty Dolla $ign,,,,,,,False,,,,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='Welcome To The Jungle';best_score=57.14
hoodrat_vultures_1_vultures_2,HOODRAT,Vultures 1 — ¥$ with Ty Dolla $ign,38876925,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
lifestyle_vultures_1_vultures_2,LIFESTYLE,Vultures 1 — ¥$ with Ty Dolla $ign,9483434,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
my_soul_vultures_1_vultures_2,MY SOUL,Vultures 1 — ¥$ with Ty Dolla $ign,4656055,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
no_apologies_vultures_1_vultures_2,No Apologies,Vultures 1 — ¥$ with Ty Dolla $ign,8982977,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
no_bad_news_vultures_1_vultures_2,No Bad News,Vultures 1 — ¥$ with Ty Dolla $ign,46025174,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
no_face_vultures_1_vultures_2,No Face,Vultures 1 — ¥$ with Ty Dolla $ign,17407178,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
paperwork_vultures_1_vultures_2,PAPERWORK,Vultures 1 — ¥$ with Ty Dolla $ign,62741788,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
promotion_vultures_1_vultures_2,PROMOTION,Vultures 1 — ¥$ with Ty Dolla $ign,63110552,100.00,2026-05-10,76,,2024-08-03,True,,,158,2026-05-12T16:42:07Z,
plain_jane_vultures_1_vultures_2,Plain Jane,Vultures 1 — ¥$ with Ty Dolla $ign,2158550,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
river_vultures_1_vultures_2,RIVER,Vultures 1 — ¥$ with Ty Dolla $ign,33549541,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
sky_city_vultures_1_vultures_2,SKY CITY,Vultures 1 — ¥$ with Ty Dolla $ign,16297542,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
trinity_205_vultures_1_vultures_2,Trinity 205,Vultures 1 — ¥$ with Ty Dolla $ign,,,,,,,False,,,,2026-05-12T16:42:07Z,"no_kworb_match;best_kworb_title=""03' Til Infinity"";best_score=51.85"
where_they_at_vultures_1_vultures_2,Where They At,Vultures 1 — ¥$ with Ty Dolla $ign,4114737,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
act_iii_on_god_remix_vultures_1_vultures_2,act iii: on god? (Remix),Vultures 1 — ¥$ with Ty Dolla $ign,7479889,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
530_vultures_1_vultures_2,530,Vultures 1 — ¥$ with Ty Dolla $ign,55484826,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
fried_vultures_1_vultures_2,Fried,Vultures 1 — ¥$ with Ty Dolla $ign,32830622,100.00,2026-05-10,87,,2024-08-03,True,,,166,2026-05-12T16:42:07Z,
husband_vultures_1_vultures_2,Husband,Vultures 1 — ¥$ with Ty Dolla $ign,11330397,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
maybe_vultures_1_vultures_2,Maybe,Vultures 1 — ¥$ with Ty Dolla $ign,,,,,,,False,,,,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='New Day';best_score=50.00
slide_vultures_1_vultures_2,Slide,Vultures 1 — ¥$ with Ty Dolla $ign,38013728,100.00,2026-05-10,88,,2024-08-02,True,,,198,2026-05-12T16:42:07Z,
time_moving_slow_vultures_1_vultures_2,Time Moving Slow,Vultures 1 — ¥$ with Ty Dolla $ign,22047429,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
beauty_and_the_beast_bully_build_up_cuck_iapw_controversy,Beauty and the Beast,Bully,33167231,100.00,2026-05-10,85,,2025-06-20,True,,,105,2026-05-12T16:42:07Z,
god_s_in_control_bully_build_up_cuck_iapw_controversy,God's in Control,Bully,,,,,,,False,,,,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='Remote Control';best_score=66.67
i_can_t_wait_bully_build_up_cuck_iapw_controversy,I Can't Wait,Bully,17505570,100.00,2026-05-10,72,,,True,,,,2026-05-12T16:42:07Z,
mama_s_favorite_bully_build_up_cuck_iapw_controversy,Mama's Favorite,Bully,17050505,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
mission_control_bully_build_up_cuck_iapw_controversy,Mission Control,Bully,,,,,,,False,,,,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='Remote Control';best_score=68.97
punch_drunk_bully_build_up_cuck_iapw_controversy,Punch Drunk,Bully,24007433,100.00,2026-05-10,44,,,True,,,,2026-05-12T16:42:07Z,
this_one_here_bully_build_up_cuck_iapw_controversy,This One Here,Bully,13328977,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
welcome_to_the_jungle_bully_build_up_cuck_iapw_controversy,Welcome to the Jungle,Bully,37669094,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
whatever_works_bully_build_up_cuck_iapw_controversy,Whatever Works,Bully,21609958,100.00,2026-05-10,49,,,True,,,,2026-05-12T16:42:07Z,
all_the_love_bully_build_up_cuck_iapw_controversy,All the Love,Bully,54457416,100.00,2026-05-10,27,,2026-03-28,True,,,229,2026-05-12T16:42:07Z,
bully_bully_build_up_cuck_iapw_controversy,Bully,Bully,18606119,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
father_bully_build_up_cuck_iapw_controversy,Father,Bully,1477281732,100.00,2026-05-10,21,,2026-03-28,True,,,169,2026-05-12T16:42:07Z,
last_breath_bully_build_up_cuck_iapw_controversy,Last Breath,Bully,15899135,100.00,2026-05-10,81,,2025-06-27,True,,,187,2026-05-12T16:42:07Z,
melrose_bully_build_up_cuck_iapw_controversy,Melrose,Bully,,,,,,,False,,,,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='Roses';best_score=66.67
white_lines_bully_build_up_cuck_iapw_controversy,White Lines,Bully,15643610,100.00,2026-05-10,82,,,True,,,,2026-05-12T16:42:07Z,
circles_bully_build_up_cuck_iapw_controversy,Circles,Bully,12171759,100.00,2026-05-10,87,,,True,,,,2026-05-12T16:42:07Z,
damn_bully_build_up_cuck_iapw_controversy,Damn,Bully,24791655,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
highs_and_lows_bully_build_up_cuck_iapw_controversy,Highs and Lows,Bully,22633260,100.00,2026-05-10,62,,,True,,,,2026-05-12T16:42:07Z,
king_bully_build_up_cuck_iapw_controversy,King,Bully,,,,40,,,True,,,,2026-05-12T16:42:07Z,Kworb match was attributed to Vultures 1 'King' (track from 2024); Bully-era 'King' is a different track and has no distinct kworb entry as of fetch date.
preacher_man_bully_build_up_cuck_iapw_controversy,Preacher Man,Bully,46304371,100.00,2026-05-10,57,,2025-06-20,True,,,181,2026-05-12T16:42:07Z,
this_a_must_bully_build_up_cuck_iapw_controversy,This a Must,Bully,19118323,100.00,2026-05-10,51,,,True,,,,2026-05-12T16:42:07Z,
billie_jean_2008_kanye_west_mix_808s_heartbreak,Billie Jean (2008 Kanye West Mix),808s & Heartbreak,9490913,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
freaky_girl_edit_wyoming_sessions_ye_ksg,Freaky Girl Edit,Wyoming Sessions (ye / KSG),,,,,,,False,,,,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='Digital Girl (feat. Kanye West & The-Dream)';best_score=64.29
